Id,Prediction
0,3847216.80428
1,3007389.62891
2,3729518.77213
3,3990233.59252
4,4930155.41876
5,3902196.13431
6,3939147.94983
7,5773774.18183
8,4023427.94137
9,3322955.76346
10,4148626.24972
11,5316033.05979
12,4837385.97329
13,5590330.0389
14,3209299.84559
15,4219130.49972
16,5015442.08806
17,4670866.00032
18,5764095.92447
19,4353470.60566
20,3110821.72322
21,3940734.20684
22,3708199.35595
23,4295407.40858
24,4495448.72898
25,3603929.51467
26,3689417.28653
27,4622498.50615
28,4850672.77449
29,6543630.22808
30,4218280.51826
31,2990742.05708
32,3962749.16554
33,4218369.60511
34,4143377.97414
35,3102575.41186
36,4734861.28848
37,4497369.26407
38,2892951.47709
39,5005063.72856
40,5322527.17409
41,4276920.88229
42,4467495.16139
43,3899489.84251
44,4805772.75511
45,4850672.77449
46,3749863.06845
47,2988112.57418
48,4352606.15404
49,4863723.04735
50,4396139.86064
51,5881077.99104
52,4504179.42381
53,4730183.68504
54,3689417.28653
55,3964968.50293
56,4545622.55157
57,5262784.03842
58,4887651.59338
59,4289497.01591
60,3853859.92377
61,3776311.55904
62,4262723.57401
63,3902196.13431
64,4271093.60094
65,5434776.26621
66,4196357.39915
67,5699045.51849
68,4389004.53728
69,4555211.6376
70,4126415.57837
71,3356722.71652
72,3962749.16554
73,5703202.99382
74,5090018.04063
75,4224400.60102
76,4225852.41984
77,5251004.33188
78,4325749.83346
79,3932515.27409
80,4525417.23371
81,4705773.83762
82,4147504.43578
83,4459924.90498
84,4405855.31075
85,2892951.47709
86,4877829.48202
87,5414437.76206
88,4252711.57876
89,4449703.88113
90,4520974.37023
91,4133674.64425
92,2967117.19759
93,5984398.42744
94,4743455.18462
95,4525417.23371
96,4887651.59338
97,4077604.05988
98,4062740.50783
99,4869614.08313
100,3773111.75428
101,2892951.47709
102,4838283.8037
103,3749863.06845
104,2892951.47709
105,2892951.47709
106,4431048.3215
107,3773111.75428
108,4073415.57847
109,4866971.21649
110,4804756.42538
111,5158434.14834
112,4217121.77178
113,3782499.67243
114,4254721.82231
115,4402940.3315
116,3834236.52824
117,5317316.52698
118,3773111.75428
119,5751773.95826
120,4286907.19503
121,4019851.30837
122,3762346.28399
123,5683854.66601
124,4082062.97254
125,4244175.80641
126,4914691.04479
127,3689417.28653
128,4433662.11207
129,4720519.82727
130,3071505.75836
131,5362387.20882
132,4534457.45863
133,2892951.47709
134,4221742.82645
135,3107449.84478
136,3938726.74514
137,4335040.47369
138,6360068.49302
139,4081178.07011
140,4400405.65546
141,3978111.39963
142,5008919.11804
143,3785875.43124
144,4873870.45264
145,3496073.2524
146,4838283.8037
147,3097272.67213
148,4512551.79643
149,3972774.36334
150,3749863.06845
151,2885005.66354
152,5043637.83988
153,4964871.98969
154,3026936.25506
155,4361253.3745
156,4461175.52362
157,4084898.91884
158,3997192.28669
159,3729518.77213
160,4165567.36664
161,3833602.79019
162,3049952.38882
163,5661639.46673
164,6041098.00045
165,5849048.22076
166,4129418.01443
167,4238389.18818
168,3896548.68609
169,4382822.95873
170,3994115.11532
171,3726066.19367
172,4217868.17886
173,3716024.32537
174,4392752.65018
175,3929057.58199
176,4449703.88113
177,4230600.44626
178,4871815.95881
179,4167425.76001
180,4600124.17331
181,3847235.77606
182,4505011.26488
183,4384739.95282
184,4288685.21391
185,3689417.28653
186,2885005.66354
187,5958795.53443
188,4633127.64474
189,3917743.46475
190,4471703.30679
191,4378292.67332
192,4504179.42381
193,5696528.48955
194,3863556.30274
195,6501997.9386
196,4081178.07011
197,2967117.19759
198,4400405.65546
199,3749863.06845
200,3820314.33866
201,4463070.18419
202,4081178.07011
203,4589231.20893
204,3858098.35297
205,4873870.45264
206,4270683.97019
207,3818113.3788
208,4697276.2915
209,3689417.28653
210,4443479.68915
211,4969995.87043
212,4716984.4759
213,4275648.91968
214,5020263.74269
215,2892951.47709
216,4676002.97971
217,5100672.51176
218,3994115.11532
219,3689417.28653
220,4202019.95363
221,4334775.45344
222,4500220.15168
223,3877353.47206
224,4365013.6712
225,5457785.91185
226,5476187.89778
227,4521431.0913
228,3513229.22083
229,6359478.48063
230,3833702.40565
231,5365503.66326
232,5385236.00681
233,3054872.63504
234,3749863.06845
235,4241602.87959
236,4109898.78163
237,3689417.28653
238,3997874.64621
239,5650641.41391
240,5295713.44269
241,4126415.57837
242,4716577.78798
243,4852034.43865
244,4997313.9723
245,6050125.82037
246,3873845.98184
247,4405891.62686
248,3902196.13431
249,4879239.34585
250,3757581.41634
251,4132623.36715
252,5278077.03583
253,3700395.01959
254,3917743.46475
255,4069032.34775
256,3801960.60956
257,4873870.45264
258,3462604.08182
259,3729518.77213
260,3708199.35595
261,5834119.3295
262,4705200.79331
263,4866971.21649
264,2967117.19759
265,4718232.10103
266,3567149.43167
267,4565297.95087
268,4325989.66244
269,3834236.52824
270,3689417.28653
271,3021349.43044
272,4400405.65546
273,4328944.5524
274,4077604.05988
275,5694996.49817
276,5689152.15845
277,5068237.29981
278,4240274.16749
279,3944374.68406
280,4206076.46181
281,5047327.52084
282,3908576.13873
283,3689417.28653
284,4353410.42687
285,2892951.47709
286,4477918.76491
287,3943397.72814
288,5082536.66128
289,4961684.0293
290,4259710.17302
291,5043582.35883
292,3858098.35297
293,5412851.28197
294,2892951.47709
295,5666172.05506
296,3897948.63628
297,5539203.66748
298,5966468.83744
299,4180630.93987
300,4800653.60874
301,4298495.37185
302,5282148.40445
303,4873870.45264
304,4105795.13532
305,3962816.02299
306,4946570.2784
307,5276463.4124
308,2892951.47709
309,3749863.06845
310,4353410.42687
311,3055428.1619
312,4069981.42577
313,3948691.81881
314,3411940.71261
315,4808913.17545
316,5049134.87553
317,5612533.36773
318,4716984.4759
319,4492978.61569
320,4446753.03628
321,4946570.2784
322,4081178.07011
323,5454187.68072
324,4114090.07137
325,5428426.01005
326,3948510.77365
327,4517590.09764
328,5316033.05979
329,6659362.97478
330,7053083.93896
331,3890832.93469
332,5055613.3592
333,6135672.40723
334,5444276.44545
335,4435984.0667
336,2892951.47709
337,4998788.17205
338,4997157.7773
339,4222540.53754
340,5580910.0982
341,4873870.45264
342,5646629.25434
343,5268305.99539
344,3773111.75428
345,4151917.39465
346,4504179.42381
347,4907339.32966
348,3021349.43044
349,4342697.27413
350,3917743.46475
351,4887651.59338
352,4534457.45863
353,4308796.41049
354,3727525.63684
355,5661811.00429
356,4477918.76491
357,4425907.73905
358,4969995.87043
359,4176476.26933
360,4720519.82727
361,3834236.52824
362,3973096.38559
363,4438473.21313
364,5296917.53529
365,4219635.33153
366,2892951.47709
367,3649015.74812
368,2946504.7179
369,4294678.05646
370,3781042.76226
371,3917743.46475
372,4035793.75047
373,4988102.03181
374,3821618.21901
375,4416336.08092
376,3114288.39815
377,4853846.87495
378,5722610.73788
379,4182709.83273
380,5148844.96546
381,3667097.31376
382,3841109.74713
383,4716984.4759
384,4188886.78224
385,4638735.79478
386,5073329.56064
387,4348163.75943
388,4788509.02301
389,4452640.54723
390,4116523.6236
391,3785825.16303
392,4478393.95559
393,5861101.97855
394,6061295.04455
395,4074264.79966
396,3999509.7195
397,4707330.92171
398,4244646.89632
399,4448429.1046
400,2892951.47709
401,2967117.19759
402,3898069.5338
403,3806910.72639
404,3669237.84985
405,3962749.16554
406,4536985.99909
407,4332983.14416
408,3294579.54276
409,3689417.28653
410,4271093.60094
411,4298495.37185
412,4371863.68065
413,3683229.57563
414,4523920.97922
415,5783658.34269
416,5102895.57168
417,3773111.75428
418,3994115.11532
419,4314478.80439
420,4330297.44244
421,4319934.13419
422,3778038.69046
423,3258803.14026
424,4301088.69019
425,4838283.8037
426,4159272.56305
427,4271093.60094
428,5560453.82777
429,4236566.9591
430,3024552.77506
431,3689417.28653
432,3665813.29388
433,4386445.19506
434,4555211.6376
435,4214973.05582
436,5327085.7691
437,2892951.47709
438,4505674.56748
439,5477902.86406
440,4413515.4125
441,4066538.8795
442,2892951.47709
443,4217465.68661
444,5252059.59393
445,5049035.25432
446,5239603.62567
447,4170074.10411
448,4716984.4759
449,7890261.63054
450,4912296.28492
451,2946504.7179
452,4137538.97956
453,5121409.30119
454,4325008.75059
455,3762346.28399
456,3767024.80406
457,3541608.33987
458,3628821.69369
459,2892951.47709
460,4526817.62867
461,5434776.26621
462,4263196.42399
463,5770809.95933
464,4676002.97971
465,3665813.29388
466,4032111.87401
467,3845791.2492
468,3401802.73886
469,5162218.50864
470,3583985.56027
471,4003329.65424
472,2892951.47709
473,3994115.11532
474,3898069.5338
475,3749863.06845
476,3430901.91431
477,4989427.16169
478,3687270.87158
479,4119551.35188
480,4517590.09764
481,6468368.96361
482,4811557.75489
483,4873870.45264
484,5517785.38762
485,3994115.11532
486,4495377.6646
487,5375966.60614
488,4619839.46325
489,3600835.89659
490,4333805.22616
491,2892951.47709
492,4219635.33153
493,4710339.87736
494,3917743.46475
495,4271093.60094
496,4218731.23073
497,4892845.80774
498,4198527.52251
499,4345962.22939
500,4428097.44014
501,3689417.28653
502,3727525.63684
503,6654527.79853
504,4649556.91715
505,3901314.49351
506,4381296.32463
507,4165801.86129
508,3858098.35297
509,4676002.97971
510,4464567.14787
511,4311273.55232
512,2892951.47709
513,4013190.94944
514,2892951.47709
515,3689417.28653
516,3022265.47547
517,4236094.48593
518,4228436.6694
519,4236094.48593
520,4500327.94765
521,4838283.8037
522,5239603.62567
523,4707330.92171
524,2854663.3587
525,4165575.8822
526,5765770.36361
527,5188369.77243
528,4811645.92117
529,3938285.06038
530,2781994.89443
531,5088697.86167
532,4282367.45698
533,3472369.30104
534,4387170.18827
535,3603929.51467
536,4188227.73662
537,3905023.63165
538,3805067.77742
539,4170074.10411
540,4655067.06527
541,4312582.90182
542,4536985.99909
543,5968745.02202
544,3925599.33654
545,4170074.10411
546,3749863.06845
547,5390060.85585
548,3998268.24545
549,3996478.73041
550,3934537.10836
551,4172624.38748
552,4853846.87495
553,4167399.16791
554,4202790.79307
555,4706371.68089
556,3306741.52135
557,4604746.91373
558,3033239.86572
559,3732331.17505
560,5328854.32827
561,4534457.45863
562,3689417.28653
563,4081425.9296
564,4670866.00032
565,4534457.45863
566,2892951.47709
567,4649556.91715
568,4239917.51823
569,4463388.68087
570,6734019.40243
571,5797064.58431
572,3168908.23473
573,4826989.43612
574,3773111.75428
575,5830138.71053
576,7778827.1744
577,5251004.33188
578,3823497.5978
579,4565297.95087
580,4554811.91093
581,4674426.10717
582,5226770.4669
583,4716984.4759
584,4402049.91208
585,3990281.38536
586,3689417.28653
587,3580900.51586
588,4262871.83069
589,4282248.45408
590,4106455.18015
591,4170074.10411
592,3017189.9209
593,5493907.97262
594,3665813.29388
595,2892951.47709
596,5222890.04551
597,4705200.79331
598,3769682.71371
599,5316854.58337
600,4210524.62192
601,5140844.89325
602,4432653.73838
603,3034168.49737
604,3689417.28653
605,3749863.06845
606,4248672.26632
607,2892951.47709
608,3717516.12563
609,4716984.4759
610,5805960.42239
611,3222453.91579
612,3521837.81878
613,4885010.07327
614,4353421.03506
615,3371676.64013
616,4100895.92761
617,4237211.72022
618,5824677.36571
619,4507529.48573
620,4005229.55665
621,5497961.43395
622,4331269.8435
623,4873870.45264
624,4242091.40125
625,4969480.9813
626,4192403.7251
627,4633088.6117
628,5600197.44704
629,4716984.4759
630,5165589.05996
631,4009638.92727
632,4571146.84976
633,4387170.18827
634,2946504.7179
635,5278077.03583
636,4879977.98233
637,3689417.28653
638,5400114.71874
639,4668609.9496
640,3778711.86444
641,4401113.86556
642,4021433.14877
643,5264467.57355
644,4969995.87043
645,2913168.89461
646,5232490.3056
647,3689417.28653
648,4229253.98575
649,4078424.81952
650,3034168.49737
651,4732263.86826
652,4258933.28531
653,4908701.76092
654,5299218.18363
655,5913168.13539
656,3358504.47529
657,4911829.94865
658,4978482.59661
659,3290405.69128
660,4575406.82926
661,4412425.1966
662,3851437.76399
663,4731471.89309
664,3689417.28653
665,3821618.21901
666,5685165.85185
667,3994115.11532
668,3790892.14953
669,4165169.01314
670,5463782.55955
671,5244912.33441
672,4504179.42381
673,3757769.61738
674,3923169.92768
675,3938285.06038
676,4341500.5739
677,3994115.11532
678,3919705.99194
679,4589674.95622
680,2892951.47709
681,4513352.65185
682,3672888.38761
683,4517590.09764
684,4176476.26933
685,4612589.171
686,4107382.46962
687,2995462.89413
688,4447359.12201
689,5340273.60493
690,4437220.13314
691,4030552.76776
692,4002726.22871
693,3938285.06038
694,4754862.73524
695,3567949.63584
696,4256478.64078
697,5409223.79751
698,3196214.44619
699,3818659.64561
700,4705200.79331
701,5600197.44704
702,3732547.48869
703,4984965.00492
704,4678845.38661
705,4649556.91715
706,5130673.01856
707,4573395.72236
708,4130825.54066
709,3834236.52824
710,3927940.7751
711,4131300.66148
712,3749863.06845
713,3431507.05215
714,4148618.66521
715,3255850.22253
716,2942784.76109
717,4997157.7773
718,4986781.20804
719,4400405.65546
720,4274856.70105
721,6772312.22842
722,5351422.67561
723,3665813.29388
724,3689417.28653
725,3840529.87241
726,3773111.75428
727,4194957.42805
728,4283616.573
729,4034346.83669
730,3729518.77213
731,4009924.03416
732,4826989.43612
733,8787234.23488
734,4817112.2846
735,4092127.16588
736,5560999.57236
737,3749863.06845
738,4148491.17091
739,3383545.17801
740,4410343.0396
741,3938594.12962
742,4043187.50822
743,4162613.3721
744,4325741.96372
745,4623950.54777
746,3749863.06845
747,4488054.83884
748,5311318.71339
749,4009459.77463
750,5239603.62567
751,3168908.23473
752,4361171.22277
753,3184565.30247
754,2892951.47709
755,3600835.89659
756,3729518.77213
757,4477918.76491
758,5400114.71874
759,4584746.88225
760,3858098.35297
761,3866449.81322
762,3813131.63031
763,4046384.95784
764,4269692.68562
765,5606825.16298
766,3857230.72682
767,4459200.79421
768,3729518.77213
769,5226770.4669
770,3837462.14198
771,4222157.17281
772,4362287.57162
773,3970566.47993
774,3962749.16554
775,4353410.42687
776,3689417.28653
777,3749863.06845
778,4002740.73226
779,4154244.00223
780,4263196.42399
781,3977188.51539
782,4612240.66706
783,4176476.26933
784,4000119.2588
785,4182709.83273
786,5160430.45863
787,4733712.35026
788,5191658.18212
789,3961483.47955
790,3761967.92599
791,4192403.7251
792,3005061.09103
793,3486468.59161
794,3684568.66104
795,4181297.49476
796,3716024.32537
797,2892951.47709
798,3008659.24416
799,4976106.86722
800,5278077.03583
801,7283431.24674
802,4986781.20804
803,3773111.75428
804,3751668.01659
805,4005229.55665
806,4275689.24705
807,4755979.19093
808,3340555.66395
809,2892951.47709
810,4457773.20968
811,3110111.5008
812,4908701.76092
813,3629928.26045
814,3665813.29388
815,5696086.82382
816,4838283.8037
817,3927406.4611
818,3772837.38403
819,4092412.90995
820,4589934.47613
821,4788509.02301
822,4073145.50832
823,4305736.2597
