Id,Prediction
0,4184915.8217
1,4213559.51831
2,4085994.08239
3,3883696.14657
4,4508040.79625
5,4382011.97752
6,4436366.94058
7,4625816.89725
8,4029120.28059
9,4523054.07617
10,4251809.69398
11,4730244.37446
12,5311005.35063
13,7198468.62611
14,3738716.34607
15,4123941.93504
16,4366832.44243
17,4262495.22237
18,5322450.84841
19,4491738.37036
20,3183644.23188
21,4507388.77566
22,4272360.17205
23,4492316.99938
24,4674247.18306
25,3910217.53679
26,3835262.10522
27,5019806.64462
28,4272752.80658
29,5244748.46164
30,4504607.13167
31,4472762.72786
32,4218622.96907
33,3938440.58693
34,4218622.96907
35,3738716.34607
36,4320748.52194
37,5212217.52478
38,3362282.04453
39,4946347.06634
40,4218622.96907
41,4189411.49121
42,4940306.11601
43,4132539.1023
44,4410485.74295
45,4272752.80658
46,4153946.54904
47,4483779.49993
48,4171839.01375
49,4541392.56637
50,4225391.37443
51,4312075.69553
52,4705245.34442
53,4078181.39013
54,3850166.01138
55,4523992.35308
56,4689191.42854
57,5266176.89535
58,4495871.80137
59,4541804.55879
60,3093060.2127
61,3863343.77105
62,4481077.3404
63,4260011.91357
64,4210681.55493
65,4245143.68668
66,4479201.75723
67,4582919.38333
68,4291705.45133
69,4285247.40178
70,4098110.46536
71,4034148.12133
72,4477979.55108
73,5901026.45076
74,5127282.63012
75,4477810.92577
76,4492316.99938
77,5019806.64462
78,4587197.62064
79,4558192.51936
80,4725542.90858
81,4484573.8713
82,4736014.97851
83,4213546.85593
84,4496857.02814
85,3093060.2127
86,4186529.72033
87,4707813.8488
88,4492428.39936
89,4217742.87473
90,5386721.55514
91,3868377.95486
92,3093060.2127
93,4623782.65412
94,5019806.64462
95,4247052.78789
96,4695464.60047
97,4447881.98348
98,3869973.61609
99,4457607.76767
100,3904292.44555
101,3315694.49697
102,4388337.9955
103,3904292.44555
104,3093060.2127
105,3321944.2387
106,4796126.52353
107,3938440.58693
108,4416750.13621
109,5043720.17841
110,4700376.73107
111,4330528.16043
112,4167759.10929
113,3123462.54135
114,3870185.75793
115,4628565.02473
116,3850166.01138
117,4099657.63089
118,3884077.14056
119,4760346.00058
120,4598179.16781
121,4754998.92494
122,3884077.14056
123,4643419.99381
124,4113680.07859
125,3994650.70184
126,4674435.62833
127,3850166.01138
128,4521315.63694
129,4375851.90828
130,3093060.2127
131,4311557.98251
132,4782366.01171
133,3627005.67059
134,4481077.3404
135,4513817.47033
136,4291454.72463
137,4389113.01636
138,5085637.72086
139,4477979.55108
140,4598179.16781
141,3899367.0216
142,4475781.61606
143,3481244.31096
144,4333478.92808
145,3547026.12211
146,4492192.16459
147,3121267.59192
148,4432895.46286
149,4133626.80593
150,3850166.01138
151,3393976.72128
152,5005942.22316
153,4382006.30993
154,3150605.4662
155,4612814.20887
156,4567679.65347
157,4782366.01171
158,4303871.77957
159,3804711.35648
160,4391564.39228
161,3869973.61609
162,3031652.3828
163,6923232.01516
164,5150423.81571
165,6140501.96011
166,4568576.16809
167,4541804.55879
168,3390296.87984
169,4613469.65042
170,4218622.96907
171,4124960.2496
172,4225179.4592
173,3123462.54135
174,4420135.60346
175,3393976.72128
176,4595402.19637
177,4661286.1899
178,3298244.36163
179,4210012.35657
180,4495988.02488
181,4134842.50807
182,4623782.65412
183,4247052.78789
184,4598715.43312
185,3904292.44555
186,3347169.345
187,4643419.99381
188,4819047.63326
189,3960351.39689
190,4624605.94218
191,4609825.4629
192,4743130.9734
193,5471431.45217
194,3123462.54135
195,7622469.56492
196,4477979.55108
197,3393976.72128
198,4598179.16781
199,3884077.14056
200,4260877.68685
201,5131676.35324
202,4218622.96907
203,3548980.06004
204,4196466.5261
205,4342234.54367
206,4412424.92443
207,3781617.97707
208,4165441.65509
209,4153946.54904
210,4167759.10929
211,4378242.92429
212,4378242.92429
213,3904292.44555
214,4976093.36744
215,3031652.3828
216,4376010.78749
217,4476022.57703
218,4473752.56351
219,3850166.01138
220,4491907.2577
221,4466652.96062
222,4241927.87654
223,4203654.03024
224,4374859.06216
225,4676009.30016
226,4987937.2009
227,4839768.34998
228,3917975.65493
229,4744916.38251
230,4558192.51936
231,5306252.80663
232,5233770.16206
233,3818789.31975
234,3938440.58693
235,4491907.2577
236,3850166.01138
237,3904292.44555
238,3990715.75327
239,4813116.75653
